一;In Chinese characters, the number one is laid on its side, unlike the Roman numeral I which stands upright. As you would expect, it is written from left to right. [1];floor,ceiling;As a primitive element, the key-word meaning is discarded, since it is too abstract to be of much help. Instead, the single horizontal stroke takes on the meaning of _floor _or _ceiling, _depending on its position: if it stands above another primitive, it means _ceiling; _if below, _floor._
;;receipt,human,waiter,legs;If you draw this character once, you will see that its first three strokes resemble the form for _receipt_ (except that the third stroke ends more parallel to the first), with its last stroke stretched to form the first of the two _human_ _legs_. From this we give it its meaning of a **waitress** (who should not be confused with the _waiter_ back in frame 1050). [5]
平;This character is easiest remembered as a pictograph of a water lily floating on the surface of the water, which gives it its meaning of even. The fourth stroke represents the calm, smooth surface of a pond, and the final stroke the long stem of the plant reaching underwater. [5];water lily;As a primitive, this kanji can keep its pictographic meaning of a _water lily_.
;;;These two strokes are a crude drawing of a bundle of stalks bound together into a **sheaf**. [2]
屯;;drop,of    shovel    fishhook;_Drop_ _of . . . shovel . . . fishhook_. [4]
辛;The character in this frame pictures food whose taste is so hot and spicy that it makes the hairs on your body stand up as straight as needles. [7];,pepper,red,spicy;As a primitive, we shall use this meaning of _spicy_, except when the two extra strokes are added to the bottom, giving it the form of a tree: _._ Then we take its alternate meaning of a _red_ _pepper_ plant. The connection is obvious.
辟;;spicy,mouth,flag;One way American children learn to cope with food they are forced to eat against their will is to smother it with **ketchup**. We can see this depicted in the _mouth_ with the _flag_ over it (in this case, the Stars and Stripes), set alongside the element for _spicy_ (all of which is not far removed from the original meaning it had as a character on its own: “false”). [13]
;;;Considering the lack of circular lines, this kanji is not a bad pictograph of a **cornucopia**. Despite the appearance of the printed form, what looks like the first two strokes are actually written as one. [2]
;;human,soil,legs;As we mentioned back in frame 249, **rice seedlings** get an element all their own: _soil_ and _human_ _legs_ becomes an ideograph of the spikelets of rice bunched together for implanting in the muddy soil of the paddy. [5]
亥;This kanji is the 12th sign of the Chinese zodiac: the sign of the hog. It is best learned by thinking of an acorn-eating hog in connection with the primitive meaning given below. [6];elbow,top hat,person,acorn;The _top hat_ represents the external shape of the _acorn, _and the unusual but easily written complex of strokes beneath it (which you might also see as distortions of an _elbow_ and _person_) stands for the mysterious secret whereby the _acorn_ contains the oak tree in a nutshell.
;;pole,tree;This _tree_ has become a _pole_ (that is, a _tree_ with its branches not touching) because most of its branches have been pruned off by a naive but greedy gardener anxious to siphon off its **resin** (the drop at the top, written as the final stroke) as quickly as possible. [5]
;;salad;This primitive looks very close to that for _salad_, except that an extra horizontal line has been included, reminiscent I should think of the long **celery** sticks in your _salad_. [5]
;;scarf,celery,eight,top hat;This unusual looking **grass skirt** is composed of a _top hat_ and _scarf_, and _eight_ _celery_ sticks. [13]
;;soil;As the plant **grows up** it sprouts leaves and a stalk, which are depicted here over a single horizontal stroke for the _soil_. Think of something (its relative primitive) **growing up** in a flash to many times its normal size, much like little Alice in Wonderland, who **grew up** so fast she was soon larger than the room in which she was sitting. [4]
生;A single drop added to the element for grow up gives us the character for life. [5];up,grows,cell;As a primitive, we may think of a microscopic _cell_, that miraculous unit that _grows_ _up_ to become a living being.
丰;;up,hedge,grow;Whatever image you contrived for the character meaning _hedge_ (frame 165), choose something different and clearly distinguishable for this primitive for **bushes**. The element itself differs from that for _grow_ _up_ only in the extension of the single vertical stroke beneath the final horizontal stroke and in the order of writing. Though we shall meet only one instance of it in this chapter and one more later on, it is worth noting that when this element appears on the side, the final stroke is sloped somewhat to the left: . [4]
耒;;bushes,tree,bush;The addition of the final two strokes to the element for _bushes_ gives the sense of a _tree_ that is also a _bush_. Hence, the **Christmas tree**. [6]
;;bushes;The element for _bushes_ has an extra stroke added (drawn down from the middle of the second stroke when it “encloses” something beneath, otherwise from the point where the third and fourth strokes intersect) to give the image of the crutches Japanese gardeners use to hold up a tree that is being bent into shape. From there it is but a short leap to the small bonsai** **plants that imitate this art in miniature. [5]
;;bushes;The element for _bushes_ extended the vertical stroke beneath the final horizontal stroke; the **cornstalk** omits that final stroke altogether, leaving only the **stalk** and the leaves bursting forth on all sides. [3]
;;mouth,up,flower,grow;The _flower_, the _mouth_, and the element for _grow_ _up_ combine here to create the primitive for **cabbage**. [10]
;;cabbage;By twisting the final two strokes of our _cabbage_ into a pair of legs, we get a **scarecrow** with a _cabbage_ for a head. [10]
;;;The drawing of this element is difficult to do smoothly, and should be practiced carefully. It is a pictograph of all sorts of plants and grasses thrown together to make **silage**. The vertical stroke is drawn here with a broken line to indicate that it will always double up with another primitive element’s vertical stroke. [6]
今;The final stroke of this kanji is a rare shape, which we have not met before and will only meet in this character and others that include it as a primitive. We are more accustomed to seeing it straightened out as part of other shapes--for instance, as the second stroke of mouth. If you need any help at all with this character, you may picture it as two hands of a clock pointing to what time it is now. The element above it, meeting, should easily relate to that image. [4];clock;We shall use _clock_ as the primitive meaning of this character, in line with the above explanation.
西;To our way of counting directions, the west always comes fourth. So it is convenient to find the character for four in this kanji. But since we want only one of the four directions, the west adds the one at the top and sucks the human legs a bit out of their mouth in the process. [6];old,mouth,east,west,the east,legs;As a primitive, the meaning of _west_ can be expanded to refer to the _Old_ _West_ of cowboy-movie fame, just as the meaning of the character for _east_ was expanded into _the East. _Note, however, that in its primitive form the _legs_ are straightened out and reach down to the bottom of the _mouth_. Hence, we get the shape . With the exception of one kanji, given in the following frame, this element always appears at the top of its relative primitives.
門;The pictograph of two swinging gates is so clear in this kanji that only its stroke order needs to be memorized. In case you should have any trouble, though, you might doodle with the shapes on a piece of paper, taking care to note the difference in the stroke order of the two facing doors. The gates usually serve as an enclosure, and are written before whatever it is they enclose. [8];door,gates;As a primitive, we shall continue to give it the meaning of _gates_, but recommend the image of swinging doors (like the kind once common at entrances to saloons) to distinguish it from the primitive for _door_.
非;This key word, a negating prefix, is a doodle of a heavy iron pole with bars extending in both directions, to create the picture of a jail cell. From there to “un-” is but a short step. [8];cell,jail;As a primitive, we shall draw on the explanation above for the meaning of _jail_ _cell_.
;;five;This element gets its name and meaning from its pictographic representation of a **key**. The shape should be familiar: it is none other than the third and fourth strokes of the kanji for _five_. [2]
;;st bernard,key;This element depicts a large, sharpened _key_ coming down on the head of a criminal _St. Bernard_. [4]
韋;;sunglasses,with one of the lenses popped out,key,mouth;The vertical stroke added here (the third stroke) turns the primitive element for a _key_ into a **locket**. Below that, we find a square container (the _mouth_) and _sunglasses_ _with one of the lenses popped out._ Note that in the primitive element for **locket **the final vertical stroke of _sunglasses _reaches all the way through to touch the _mouth._ [10]
干;It is best to see this kanji as a pictograph of a revolving circular clothesline (viewed from the side). Spin it around quickly in your mind’s eye to give it the connotation of to dry. [3];clothesline;The primitive meaning is _clothesline_.
于;;dry;Note how this element differs from _dry_ in virtue of the small hook at the end of the third stroke. [3]
余;Umbrella . . . potato . . . little. The last stroke of potato and the first of little coincide in this character. [7];much,scale,too;Since the phrase “_too_ _much_” is overly abstract, we shall take the image of a _scale_ whose indicator spins round and round on the dial because _too_ _much_ weight has been set on it. It will help to use this image in learning the kanji itself.
;;meeting    mouth    person,person,mouth,bundle;We include this element here because of its visible similarity to the element for _bundle_. Be sure to make a distinct image out of its composite ingredients: _meeting . . . mouth . . . person. _The stroke order follows the order of the elements exactly, but note how the _person_ runs through the _mouth. _[8]
疒;;ice,cave;The enclosure shown in this frame is composed of a _cave_ with _ice_ outside of it. It is used for a number of kanji related to **sickness**. If you want to picture a _cave_man nursing a hangover with an _ice_-pack, that should provide enough help to remember the shape of this element and its meaning. [5]
匚;;;This enclosure, open at the right, represents a **box** lying on its side. When it is not used as an enclosure, its form is cramped to look like this: . You may distinguish its meaning by picturing it then as a very small **box**. [2]
癶;;;The dots at the top of this tent are the wooden poles protruding outside the canvas walls of a **teepee**. [5]
尞;;little,dog,st bernard,teepee,sun;The _St. Bernard_ _dog_ and its overlapping with the element for _teepee_ are enough to suggest the meaning of this primitive element: a **pup tent**. The combination of _sun_ and _little_ at the bottom can be seen as a _little_ opening or flap through which the _sun_ shines in the morning to let you know it’s time for getting up. [12]
彡;;hair;The three simple strokes of this element actually represent the form or **shape** of the hair of one’s beard. But we keep the simple sense of a **shape**, or its verb “to **shape**,” in order to avoid confusion later when we meet an element for _hair_. When using this element, be sure to visualize yourself **shaping** the thing in question, or better still, twisting it out of **shape**. [3]
文;Under the familiar top hat we see a crisscross pattern or design, like that found on woodwork or garments. This should make an ugly enough image to help remember it. It can be associated with sentence by thinking of a sentence as a grammatical pattern. [4];plaid;The primitive meaning for this character will be _plaid_, the familiar crisscross pattern frequently used in textiles.
;;walking sticks;This element means just what it looks like: two **fenceposts**. They enclose whatever comes between them, as distinct from a pair of _walking sticks_ (see frame 265). [2]
;;;As the pictograph itself immediately suggests, this element depicts spreading out or scattering from a focal point. To capture this meaning, we choose the image of a **sparkler**. It will often have another primitive put at its center point. [4]
赤;Ground . . . dagger . . . little. The two strokes of the dagger take the place of the middle stroke of little. [7];,apple;As a primitive on the left, this kanji keeps the same form. Elsewhere, the first two strokes are abbreviated to a single dot, giving us 亦_._ This latter form will take the meaning of an _apple_.
巴;;snake;This element is shaped roughly like the _snake_, but pay attention to the difference when writing it. [4]
甘;This kanji is a pictograph of a small wicker basket. (The extra short stroke in the middle helps keep it distinct from the character for twenty.) All one needs to add is some image of sweet cakes or breads carried in the basket, and the union of picture and meaning is complete. Take care not to confuse with confectionary (frame 1203). [5];basket,wicker;As a primitive, the pictograph’s meaning of a _wicker_ _basket_ is used, a small one like the kind used for picnics.
其;;wicker,basket,legs;As the two _legs_ at the bottom suggest, this **bushel basket** is a large container, standing on the floor. Its first four strokes indicate that it is made of wicker, much like the small _wicker_ _basket_ introduced just above. To make room for something inside of the **bushel basket**, the legs at the bottom are attached to the final horizontal stroke and extended to make an enclosure. [8]
;;in;By adding a single stroke at the bottom of the kanji for _in_, we get a sort of pictograph of a **purse**. [5]
且;;eye;The pictographic representation in the primitive shown here is a small stand with horizontal **shelves**. Thus we give it the general meaning of a **shelf**. It differs from the kanji and primitive for an _eye_ only in its final stroke, which extends beyond the two vertical strokes at both ends. Think of it as a **shelf** for special keepsakes or a glass bureau for knickknacks, keeping it distinct from the kanji we learned in frame 214. [5]
並;This character represents a slightly stylized duplication of the kanji for stand up. By lengthening the sixth and seventh strokes, you will see how this is done. [8];,upside,row,a,in,down;The primitive meaning remains the same as that of the kanji, but special attention has to be given to the varieties of shape this element can undergo. It is the most difficult one you will meet in this book. When it appears beneath its relative primitive, the top three strokes are omitted, though the third horizontal stroke may be doubled up with the bottom horizontal stroke of the element above it: _._ atop its relative primitive, it can keep its kanji shape. When it does not, the top three strokes are removed and all of them are replaced below the primitive’s bottom line: _._ We shall acknowledge this latter transformation by changing its meaning to _upside_ _down_ _in_ _a_ _row_.
共;Salad . . . animal legs. [6];bushel,strung,together,basket;The primitive retains the meaning of _together_. Imagine things _strung_ _together_ like fish on a line, beads on a thread, or whatever. The main thing is to avoid putting them in a straight row, which would confound this element with the previous one. As we saw with _bushel_ _basket_, this primitive can join its legs to the final horizontal stroke and stretch them to form an enclosure.
角;Bound up . . . glass canopy . . . walking stick . . . two. If you write the character once, you will see why we avoided using the element for soil, which would prompt you to write it in improper order. [7];angles;As a primitive, imagine the tool used by draftsmen and carpenters to draw right-_angles._
冓;;celery    again;_Celery . . . again_. [10]
;;flower,canopy    flower,glass;_Glass_ _canopy . . . flower_. It is most rare to see the _flower_ come under its relative element. Note how it is straightened out to fill the space available. [5]
氐;;family,name    floor;_Family_ _name . . . floor_. [5]
甫;;screwdriver,arrowhead;This primitive refers to all sorts of identification tags, but **dog tag** is chosen for its descriptiveness. On the top we see the _arrowhead_, joined to the _screwdriver_ below by the lengthened vertical stroke. [7]
阝;;pinnacle;On the left, and rather more pressed in its form, this element meant the high spot of a village, or its _pinnacle._ On the right side, in the form shown here, it means the lowest part of the city, around which its walls rise up as a protection against invaders. Hence we nickname this element: **city walls**. [3]
;;cliff,drop,person,;Although not a pictograph in the strict sense, this primitive depicts one stroke pulling another along behind it. Note how it differs from _cliff_ and _person_ because of this **dragging** effect, not to mention the fact that the first stroke is written right to left, almost as if it were a long _drop_. When this element comes under a different element, the strokes are drawn apart like this: _._ [2]
;;hook;This element, which looks something like a backwards _hook, _we will call a **clothes hanger**. Used as an enclosure, it begins further to the left. [1]
牙;f you play with this primitive’s form with pencil and paper, you will see that it begins with a box-like shape, and ends with the final two strokes of the halberd, a convenient combination for the tusk protruding from the mouth of an animal. [4];;Since this kanji has 4 strokes, you would expect that as a primitive it would also have 4--but in fact it has 5 in the following two frames (the second stroke between divided into 2 strokes) and reverts to 4 again in frame 2056.
釆;;a drop of    rice,footprints;Having already met the primitive for human _footprints_, we now introduce the one for **animal tracks**. Its elements are simply: _a drop of . . . rice_. [7]
番;This key word has been chosen for its overlay of several meanings similar to those of the kanji: a turn of duty, a round, a number, and so forth. Its composite elements: animal tracks . . . rice field. [12];dice,turn;As a primitive element, we choose the image of a pair of _dice_ which it is your _turn_ to throw.
;;a drop of    rice,footprints;Having already met the primitive for human _footprints_, we now introduce the one for **animal tracks**. Its elements are simply: _a drop of . . . rice_. [7]
;;feathers;So as not to confuse this primitive element with the character for _feathers_, think of the extravagant **tail-feather **plumage of the peacock. The form itself is too pictographic to need breaking down further. [5]
;;scarf;Here we have a quasi-pictograph of the colorful and decorated clips used to bind up long hair. Note its similarity to the _scarf_, which differs only by the addition of one stroke. [4]
長;In line with the story of the preceding frame, the hair that needs the hairpin is long. [8];mane,hair;The primitive of this kanji has two more shapes in addition to that of the kanji itself. It is often abbreviated to the form  and will mean _hair_. Further abbreviated to , it will mean the long, mangy _mane_ of an animal.
;;schoolhouse,vulture,claw;We have met these three strokes before. When they come under another stroke, they represent a _claw_, and thence a _vulture._ And when placed atop a roof structure, they create a _schoolhouse._ The **owl** has something to do with both: it is a bird of prey, and it has come to be associated with learning. [3]
;;claws,friendship;This primitive is simplicity itself. It depicts bird _claws_ that are joined to one another. Note the extra horizontal stroke in _friendship, _which gives the appearance of a “two” in the middle of the kanji, further emphasizing the togetherness of the **migrating ducks**. [9]
;;animal,mountain,horns;The _animal_ _horns_ and _mountain_ unite, quite naturally, to give us a **mountain goat**. The extension of the final stroke indicates its tail, which only shows up when it has something under it. In an overhead enclosure, it is to be pictured as standing still, so that its tail droops down and out of sight. [6]
;;mountain,king,vulture    king    mountain;_Vulture . . . king . . . mountain_. By now you should be used to finding two elements double up on a stroke, as is the case here with _king_ and _mountain_. [9]
豸;;sow,claw;This primitive represents a **skunk** by combining the _claw_ with the first part of the element for a _sow_. Note how the final stroke of _claw_ is turned and lengthened to double up with the first stroke of the _sow_. [7]
免;This character is used for excusing oneself for a failure of courtesy. The elements are: bound up . . . sun (oddly enough, laid on its side) . . . human legs. [8];rabbit;For the primitive meaning, we shall refer to this character as a _rabbit_, for which the old form of the character is 兔.
馬;Let the extra vertical stroke in the mane combine with the first vertical stroke to give an image of the horse’s long neck. The only odd thing is the tail feathers at the end, but that should present a good image to remember the character by. The fact that the last stroke of mane and the first of tail feathers coincide should no longer surprise you. [10];horse,horses,of,team;As a primitive, this kanji will mean a _team_ _of_ _horses_ as distinct from the single _horse_ whose primitive we met earlier.
虎;The kanji in this frame recalls the famous Bengali fable about the group of magicians (the magic wand) who decided to make a tiger. It seems that each of them knew how to make one part of the beast, so they pooled their talents and brought all the pieces (diced into pieces) together, at which point the fabricated tiger promptly ate its makers up (the bodiless human legs). Whatever the parable’s significance for modern civilization and its arsenals, it should help with this kanji.;human,tiger,legs;As a primitive element itself, the _human_ _legs_ are also swallowed up, but the meaning of _tiger_ is kept, and the whole serves as a roof for what comes beneath, , giving the _tiger _something else to eat.
鹿;Drawn on the walls of a complex of caves near Niaux in southern France are a number of animal likenesses dating from the Upper Paleolithic period. Among them we find pictures of deer, some of them showing men in deer masks. By comparing their drawings to real deer, Stone Age people hoped to acquire power over the animal in the hunt; and by comparing themselves to the deer, to take on that animal’s characteristics. But time has locked with a “double-key” (the extra stroke through the element for key) the real secret of this art form from us, and we can only surmise such meanings. But more important than the enigmas of the troglodytic mind is the way in which caves, a double-key, and comparing gives us the kanji for deer. [11];deer,of,tiger,painting,a;As a primitive, this kanji is abbreviated much the same as the _tiger_ was: the lower element is dropped to leave room for a replacement: . Its meaning, however, remains the same. There are a very few cases (see frame 2158) in which there is no abbreviation. When this happens, we may keep the image suggested by the above explanation: _painting_ _of_ _a_ _deer_.
;;animal horns,heavens;The story is told of the people of the Exodus that, disstisfied with Moses’ leadership, they colleted their gold ornaments and melted them down to fashion a **golden calf **for an idol. The _animal horns_ and _heavens _here represent that god of theirs. [6]
