両;street, nail, spike, belt, shovel
満;water, water droplets, water pistol, flowers, both, street, nail, spike, belt, shovel
画;one, ceiling, sprout, shoot, shovel
歯;stop, footprint, bag of rice, shovel
曲;rice field, brains, stick
曹;one, bend, sun, day
遭;cadet, one, bend, sun, day, road
漕;water, water droplets, water pistol, cadet, one, bend, sun, day
槽;tree, wood, cadet, one, bend, sun, day
斗;big dipper, measuring cup, big dipper, The Plough, drop, ten, needle
料;rice, measuring cup, big dipper, The Plough, drop, ten, needle
科;wheat, cereal, measuring cup, big dipper, The Plough, drop, ten, needle
図;pent in, measuring cup, big dipper, The Plough, drop, ten, needle
用;moon, month, flesh, part of the body, walking stick
庸;commonplace, cave, rake, screwdriver, utilise, utilize, moon, month, flesh, part of the body, walking stick
備;person, flowers, cliff, screwdriver, utilise, utilize, moon, month, flesh, part of the body, walking stick
昔;salad, flowers, one, floor, sun, day
錯;metal, gold, once upon a time, storyteller, salad, sun, day
借;person, once upon a time, storyteller, salad, sun, day
惜;Freud, state of mind, once upon a time, storyteller, salad, sun, day
措;finger, fingers, once upon a time, storyteller, salad, sun, day
散;salad, moon, month, flesh, part of the body, taskmaster
廿;
庶;caverns, cave, twenty, oven-fire, barbecue
遮;commoner, caverns, cave, twenty, oven-fire, barbecue, road
席;caverns, cave, twenty, towel
度;caverns, cave, twenty, crotch
渡;water, water droplets, water pistol, degrees, caverns, cave, twenty, crotch
奔;large, St. Bernard, haystack, ten, needle
噴;mouth, pitchfork, haystack, ten, needle, shellfish, clam, oyster, eye, animal legs, eight
墳;soil, dirt, ground, pitchfork, haystack, ten, needle, shellfish, clam, oyster, eye, animal legs, eight
憤;Freud, state of mind, pitchfork, haystack, ten, needle, shellfish, clam, oyster, eye, animal legs, eight
焼;hearth fire, lofty, strawman, wickerman, haystack, ten, needle, one, human legs
暁;sun, lofty, strawman, wickerman, haystack, ten, needle, one, human legs
半;small, ten, needle
伴;person, half
畔;paddy-ridge, rice field, brains, half
判;judgement, half, sword, sabre, saber
拳;quarter, hand
券;quarter, sword, dagger
巻;quarter, snake, self
圏;pent in, scroll, quarter, snake, self
勝;edam, moon, month, flesh, part of the body, quarter, power, muscle, arnold
藤;flowers, edam, moon, month, flesh, part of the body, quarter, grains of rice
謄;mimeograph, facsimile, edam, moon, month, flesh, part of the body, quarter, say, words, keitai, mouth
片;waiter with wine on tray
版;one-sided, waiter with wine on tray, anti-, demonstration, cliff, crotch
之;Zorro, building blocks, zig-zag
乏;drop, of, Zorro, building blocks, zig-zag
芝;flowers, of, Zorro, building blocks, zig-zag
不;one, ceiling, person, drop
否;negative, mouth
杯;tree, wood, negative
矢;drop, heavens
矯;dart, drop, heavens, angel, heavens, mouth, hood, mouth
族;banner, direction, compass, direction, reclining, lying down, dart, drop, heavens
知;dart, drop, heavens, mouth
智;know, dart, drop, heavens, mouth, sun, day, tongue wagging
挨;finger, fingers, elbow, dart, drop, heavens
矛;beforehand
柔;halberd, beforehand, tree, wood
務;halberd, beforehand, taskmaster, power, muscle, arnold
霧;rain, weather, task, halberd, beforehand, taskmaster, power, muscle, arnold
班;sword, spear, cutlass, king, jewel, ball
帰;sword, spear, cutlass, feather duster, broom, apron, crown, towel
弓;
引;bow, stick
弔;bow, walking stick
弘;bow, elbow
強;bow, elbow, insect
弥;bow, hammock, reclining, lying down, small, little
弱;bow, ice
溺;water, water droplets, water pistol, weak, bow, ice
沸;water, water droplets, water pistol, dollar, bow, stick
費;dollar, bow, stick, shellfish, clam, oyster, eye, animal legs, eight
第;no., bamboo, dollar, bow, stick
弟;horns, dollar, bow, stick
巧;craft, snare
号;mouth, snare
朽;tree, wood, snare
誇;say, words, keitai, mouth, Batman, large, St. Bernard, chandelier, one, ceiling, snare
顎;mousetrap, mouth, one, ceiling, snare, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight
汚;water, water droplets, water pistol, snare, one, spike, stick
与;slingshot, catapult, one
写;crown, bestow, slingshot, catapult, one
身;nose
射;somebody, nose, glue
謝;say, words, keitai, mouth, shoot bang bang, somebody, nose, glue
老;soil, dirt, ground, spoon, sitting on the ground
考;old man, slingshot, catapult
孝;old man, child
教;filial piety, old man, child, taskmaster
拷;finger, fingers, consider, old man, slingshot, catapult
者;puppet, sooty, old man, sun, day
煮;someone, puppet, sooty, old man, sun, day, oven-fire, barbecue
著;flowers, someone, puppet, sooty, old man, sun, day
箸;bamboo, someone, puppet, sooty, old man, sun, day
署;eye, cross-eyed, net, someone, puppet, sooty, old man, sun, day
暑;sun, day, someone, puppet, sooty, old man
諸;say, words, keitai, mouth, someone, puppet, sooty, old man, sun, day
猪;pack of wild dogs, someone, puppet, sooty, old man, sun, day
渚;water, water droplets, water pistol, someone, puppet, sooty, old man, sun, day
賭;shellfish, clam, oyster, eye, animal legs, eight, someone, puppet, sooty, old man, sun, day
峡;mountain, scissors, husband, horns
狭;pack of wild dogs, scissors, husband, horns
挟;finger, fingers, scissors, husband, horns
頬;
追;maestro, road
阜;maestro, ten, needle
師;maestro, noren, one, ceiling, towel
帥;maestro, towel
官;house, maestro without baton
棺;tree, wood, bureaucrat, house, maestro without baton
管;bamboo, bureaucrat, house, maestro without baton
父;
釜;father, metal, gold
交;top hat, father
効;mingle, top hat, father, power, muscle, arnold
較;car, mingle, top hat, father
校;tree, wood, mingle, top hat, father
足;mouth, mending, mend
促;person, leg, mouth, mending, mend
捉;finger, fingers, leg, mouth, mend
距;wooden leg, mouth, stop, footprint, giant
路;wooden leg, mouth, stop, footprint, each, walking legs, mouth
露;rain, weather, path, wooden leg, mouth, stop, footprint, each, walking legs, mouth
跳;wooden leg, mouth, stop, footprint, portent, omen
躍;wooden leg, mouth, stop, footprint, futon, feathers, wings, turkey
践;wooden leg, mouth, stop, footprint, parade float
踏;wooden leg, mouth, stop, footprint, wednesday, boots, water, sun, day
踪;
骨;joint, moon, month, flesh, part of the body
滑;water, water droplets, water pistol, skeleton, joint, moon, month, flesh, part of the body
髄;skeleton, joint, moon, month, flesh, part of the body, highwayman, possess, by one’s side, road
禍;altar, jawbone, joint, hood, mouth
渦;water, water droplets, water pistol, jawbone, joint, hood, mouth
鍋;metal, gold, jawbone, joint, hood, mouth
過;jawbone, joint, hood, mouth, road
阪;heights, pinnacle, parthenon, acropolis, anti-, demonstration, cliff, crotch
阿;africa, pinnacle, parthenon, acropolis, can, mouth, street, nail, spike
際;pinnacle, parthenon, acropolis, ritual, moon, month, flesh, part of the body, crotch, altar, show, two, small
障;pinnacle, parthenon, acropolis, badge, vase, stand up, sunflower, early, sun, day, ten, needle
隙;pinnacle, parthenon, acropolis, small, little, sun, day, little
随;pinnacle, parthenon, acropolis, highwayman, possess, by one’s side, moon, month, flesh, part of the body, road
陪;obeisance, pinnacle, parthenon, acropolis, muzzle, vase, stand up, mouth
陽;pinnacle, parthenon, acropolis, piggy bank, sun, day, piglets
陳;exhibit, pinnacle, parthenon, acropolis, east, tree, wood, sun, day
防;pinnacle, parthenon, acropolis, compass, direction
附;pinnacle, parthenon, acropolis, adhere, sellotape, person, glue
院;pinnacle, parthenon, acropolis, perfect, house, beginnings, two, human legs
陣;pinnacle, parthenon, acropolis, car
隊;pinnacle, parthenon, acropolis, animal horns, sow, pig, wart hog, regimental mascot
墜;regiment, pinnacle, parthenon, acropolis, animal horns, sow, pig, wart hog, regimental mascot, soil, dirt, ground
降;pinnacle, parthenon, acropolis, walking legs, sunglasses with one lens missing, monocle
階;storey, pinnacle, parthenon, acropolis, all, compare, spoon, sitting on the ground, white, dove
陛;pinnacle, parthenon, acropolis, compare, spoon, sitting on the ground, soil, dirt, ground
隣;neighbouring, pinnacle, parthenon, acropolis, shoeshine, rice, sunglasses, dancing legs, ballerina, evening
隔;pinnacle, parthenon, acropolis, tripod, one, ceiling, mouth, hood, human legs, street, nail, spike
隠;pinnacle, parthenon, acropolis, hideaway, claw, vulture, broom, heart
堕;pinnacle, parthenon, acropolis, possess, by one’s side, moon, month, flesh, part of the body, ground, soil, dirt, ground
陥;pinnacle, parthenon, acropolis, straight-jacket, bound up, olden times, old days, stick, sun, day
穴;house, eight
空;hole, house, human legs, craft
控;finger, fingers, empty, sky, hole, house, human legs, craft
突;hole, house, human legs, large, St. Bernard
究;hole, house, human legs, nine, baseball
窒;hole, house, human legs, climax, wall, one, ceiling, elbow, soil, dirt, ground
窃;hole, house, human legs, cut, seven, sword, dagger
窟;hole, house, human legs, yield, flag, exit
窪;hole, house, human legs, water, water droplets, water pistol, ivy, square jewel, soil, dirt, ground
搾;finger, fingers, tight, hole, house, human legs, saw
窯;hole, house, human legs, sheep, oven-fire, barbecue
窮;hole, house, human legs, somebody, nose, bow
探;finger, fingers, paper punch, Miss World, hole, house, human legs, tree, wood
深;water, water droplets, water pistol, paper punch, Miss World, hole, house, human legs, tree, wood
丘;axe, one, floor
岳;point, hill, axe, one, floor, mountain
兵;hill, axe, one, floor, animal legs, eight
浜;water, water droplets, water pistol, soldier, hill, axe, one, floor, animal legs, eight
糸;spiderman
織;thread, spiderman, kazoo, sound, vase, stand up, sun, day, fiesta
繕;thread, spiderman, virtuous, sheep, horns, mouth
縮;thread, spiderman, inn, house, person, hundred, one, ceiling, white, dove
繁;cleverness, reclining, lying down, mother, breasts, taskmaster, thread, spiderman
縦;thread, spiderman, accompany, Nelson, column, going, line, horns, mend
緻;
線;thread, spiderman, spring, white, dove, water
綻;thread, spiderman, determine, determined, house, mend
締;thread, spiderman, sovereign, vase, stand up, apron, crown, towel
維;thread, spiderman, turkey
羅;eye, cross-eyed, net, fibre, thread, spiderman, turkey
練;thread, spiderman, east, tree, wood, sun, day
緒;thread, spiderman, someone, puppet, sooty, old man, sun, day
続;thread, spiderman, sell, samurai, crown, human legs
絵;thread, spiderman, meeting, one, wall, umbrella, rising cloud, two, elbow, wall
統;thread, spiderman, allot, infant, toddler, top hat, elbow, human legs
絞;thread, spiderman, mingle, top hat, father
給;thread, spiderman, fit, meeting, umbrella, one, mouth
絡;thread, spiderman, each, walking legs, mouth
結;thread, spiderman, aerosol, samurai, mouth
終;thread, spiderman, winter, walking legs, ice, drop
級;thread, spiderman, reach out, outstretched hands
紀;thread, spiderman, snake, self
紅;thread, spiderman, craft
納;thread, spiderman, inside, person, belt
紡;thread, spiderman, compass, direction
紛;thread, spiderman, part, eight, sword, dagger
紹;thread, spiderman, summon, seduce, sword, dagger, mouth
経;thread, spiderman, spool, clod, toilet paper, crotch, soil, dirt, ground
紳;thread, spiderman, monkey, sun, day, stick
約;thread, spiderman, ladle
細;thread, spiderman, rice field, brains
累;rice field, brains, thread, spiderman
索;bishop, cross, ten, needle, crown, thread, spiderman
総;thread, spiderman, public, eight, elbows, heart
綿;thread, spiderman, napkin, white, dove, towel
絹;thread, spiderman, mouth, moon, month, flesh, part of the body
繰;thread, spiderman, furniture, goods, mouth, tree, wood
継;thread, spiderman, rice, fishhook
緑;thread, spiderman, dustpan, broom, grains of rice
縁;thread, spiderman, broom, sow, pig
網;thread, spiderman, glass jar, hood, horns, one, deceased, perish, top hat, fishhook
緊;loincloth, retainer, slave, crotch, thread, spiderman
紫;Prince, this here, stop, footprint, spoon, sitting on the ground, thread, spiderman
縛;thread, spiderman, acupuncturist, specialty, drop, ten, needle, rice field, brains, glue
縄;thread, spiderman, eels, sun, day
幼;cocoon, power, muscle, arnold
後;Nelson, column, going, line, cocoon, walking legs
幽;seclude, cocoon, mountain
幾;cocoon, person, fiesta
機;tree, wood, abacus, how many, cocoon, person, fiesta
畿;cocoon, rice field, brains, fiesta
玄;top hat, cocoon
畜;mysterious, top hat, cocoon, rice field, brains
蓄;flowers, livestock, mysterious, top hat, cocoon, rice field, brains
弦;bow, mysterious, top hat, cocoon
擁;finger, fingers, mysterious, top hat, cocoon, turkey
滋;water, water droplets, water pistol, double-mysterious, mothballs, horns, one, cocoon
慈;double-mysterious, mothballs, horns, one, cocoon, heart
磁;stone, rock, double-mysterious, mothballs, horns, one, cocoon
系;stick, drop, thread, spiderman
係;person, lineage, drop, thread, spiderman
孫;child, lineage, drop, thread, spiderman
懸;prefecture, eye, fishhook, small, little, lineage, stick, drop, thread, spiderman, heart
遜;grandchild, child, lineage, drop, thread, spiderman, road
却;gone, soil, dirt, ground, elbow, stamp
脚;skids, moon, month, flesh, part of the body, instead, gone, soil, dirt, ground, elbow, stamp
卸;horseshoe, horse, pantomime horse, noon, sign of the horse, stop, footprint, stamp
御;Nelson, column, going, line, wholesale, horseshoe, pantomime horse, noon, sign of the horse, stop, footprint, stamp
服;moon, month, flesh, part of the body, underpants, stamp, crotch
命;fit, meeting, umbrella, one, mouth, stamp
令;meeting, chop-seal, hanko
零;rain, weather, orders, meeting, chop-seal, hanko
齢;teeth, tooth, stop, footprint, rice, shovel, orders, meeting, chop-seal, hanko
冷;ice, orders, meeting, chop-seal, hanko
領;orders, meeting, chop-seal, hanko, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight
鈴;metal, gold, orders, meeting, chop-seal, hanko
勇;chop-seal, hanko, male, rice field, brains, power, muscle, arnold
湧;water, water droplets, water pistol, courageous, courage, chop-seal, hanko, male, rice field, brains, power, muscle, arnold
通;pogo stick, chop-seal, hanko, utilise, utilize, road
踊;wooden leg, mouth, stop, footprint, pogo stick, chop-seal, hanko, utilise, utilize
疑;spoon, sitting on the ground, dart, drop, heavens, chop-seal, hanko, zoo, critters
擬;finger, fingers, doubt, spoon, sitting on the ground, dart, drop, heavens, chop-seal, hanko, zoo, critters
凝;ice, doubt, spoon, sitting on the ground, dart, drop, heavens, chop-seal, hanko, zoo, critters
範;bamboo, car, fingerprint
犯;pack of wild dogs, fingerprint
氾;water, water droplets, water pistol, fingerprint
厄;cliff, fingerprint
危;bound up, unlucky, cliff, fingerprint
宛;house, mailbox, evening, fingerprint
腕;moon, month, flesh, part of the body, address, house, mailbox, evening, fingerprint
苑;flowers, mailbox, evening, fingerprint
怨;mailbox, evening, fingerprint, heart
柳;tree, wood, blown eggs, sign of the hare, receipt, stamp
卵;sign of the hare, receipt, stamp, drops
留;receipt, sword, dagger, rice field, brains
瑠;king, jewel, ball, detain, receipt, dagger, sword, rice field, brains
貿;receipt, sword, dagger, shellfish, clam, oyster, eye, animal legs, eight
印;staples
臼;back to back staples
毀;mortar, soil, dirt, ground, cruise missile, missile, wind, crotch
興;staples, same, monks, hood, one, mouth, tool, animal legs, eight
酉;whiskey bottle, west, one
酒;water, water droplets, water pistol, whiskey bottle
酌;whiskey bottle, ladle
酎;whiskey bottle, glue
酵;whiskey bottle, filial piety, old man, child
酷;whiskey bottle, revelation, cow, mouth
酬;whiskey bottle, state, stream, drop
酪;whiskey bottle, each, walking legs, mouth
酢;whiskey bottle, saw
酔;whiskey bottle, ninety, nine, baseball, ten, needle
配;whiskey bottle, snake, self
酸;whiskey bottle, streetwalker, Ministry of silly walks, John Cleese, license, elbow, human legs, walking legs
猶;furthermore, pack of wild dogs, chieftain, Molotov cocktail, animal horns, whiskey bottle
尊;chieftain, Molotov cocktail, animal horns, whiskey bottle, glue
豆;table, one, mouth
頭;beans, table, one, mouth, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight
短;dart, drop, heavens, beans, table, one, mouth
豊;bend, beans, table, one, mouth
鼓;samurai, beans, table, one, mouth, branch, ten, needle, crotch
喜;drum, samurai, beans, table, one, mouth, mouth
樹;tree, wood, drum, samurai, beans, table, one, mouth, glue
皿;
血;drop, dish
盆;part, eight, sword, dagger, dish
盟;bright, sun, day, moon, month, flesh, part of the body, dish
盗;next, ice, lack, yawn, dish
温;water, water droplets, water pistol, sun, day, dish
蓋;flowers, gone, soil, dirt, ground, elbow, dish
監;retainer, slave, reclining, lying down, one, floor, dish
濫;water, water droplets, water pistol, oversee, retainer, slave, reclining, lying down, one, floor, dish
鑑;metal, gold, oversee, retainer, slave, reclining, lying down, one, floor, dish
藍;flowers, oversee, retainer, slave, reclining, lying down, one, floor, dish
猛;pack of wild dogs, child, dish
盛;turn into, dish
塩;soil, dirt, ground, reclining, lying down, mouth, dish
銀;metal, gold
恨;regret, Freud, state of mind, silver
根;tree, wood, silver
即;silver, stamp
爵;claw, vulture, net, eye, silver, glue
節;bamboo, instant, silver, stamp
退;road, silver
限;pinnacle, parthenon, acropolis, silver
眼;eye, silver
良;drop, silver
朗;halo, drop, silver, moon, month, flesh, part of the body
浪;water, water droplets, water pistol, halo, drop, silver
娘;woman, halo, drop, silver
食;food, umbrella, good, halo, drop, silver
飯;eat, food, umbrella, good, halo, drop, silver, anti-, demonstration, cliff, crotch
飲;eat, food, umbrella, good, halo, drop, silver, lack, yawn
飢;eat, food, umbrella, good, halo, drop, silver, wind
餓;eat, food, umbrella, good, halo, drop, silver, ego, hand, fiesta
飾;eat, food, umbrella, good, halo, drop, silver, reclining, lying down, towel
餌;eat, food, umbrella, good, halo, drop, silver, ear
館;eat, food, umbrella, good, halo, drop, silver, bureaucrat, house, maestro without baton
餅;eat, food, umbrella, good, halo, drop, silver, puzzle, horns, two hands
養;sheep, eat, food, umbrella, good, halo, drop, silver
飽;eat, food, umbrella, good, halo, drop, silver, wrap, bound up, snake, self
既;silver, waitress
概;roots, tree, wood, silver, waitress, previously
慨;regret, resentment, Freud, state of mind, silver, waitress, previously
平;water-lily, lily pad
呼;mouth, even, water-lily, lily pad, question mark
坪;soil, dirt, ground, even, water-lily, lily pad
評;say, words, keitai, mouth, even, water-lily, lily pad
刈;sheaf, sword, sabre, saber
刹;sheaf, tree, wood, sword, sabre, saber
希;sheaf, linen, by one’s side, towel
凶;sheaf, shovel
胸;moon, month, flesh, part of the body, bound up, villain, sheaf, shovel
離;sheik, top hat, villain, sheaf, shovel, belt, elbow, turkey
璃;king, jewel, ball, sheik, top hat, villain, sheaf, shovel, belt, elbow
殺;sheaf, tree, wood, cruise missile, missile, wind, crotch
爽;large, St. Bernard, sheaf
純;thread, spiderman, earthworm, drop, shovel, fishhook
頓;earthworm, drop, shovel, fishhook, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight
鈍;metal, gold, earthworm, drop, shovel, fishhook
辛;stand up, vase, ten, needle
辞;tongue, thousand, mouth, spicy, stand up, vase, ten, needle
梓;tree, wood, spicy, stand up, vase, ten, needle
宰;house, spicy, stand up, vase, ten, needle
壁;ketchup, flag, mouth, spicy, stand up, vase, ten, needle, soil, dirt, ground
璧;
避;ketchup, flag, mouth, spicy, stand up, vase, ten, needle, road
新;red pepper, stand up, vase, tree, wood, axe
薪;fuel, flowers, new, red pepper, stand up, vase, tree, wood, axe
親;red pepper, stand up, vase, tree, wood, see, telescope, eye, human legs
幸;ten, needle, stand up, vase, ten, needle
執;happiness, ten, needle, stand up, vase, fat man, musashimaru, nine, baseball, drop
摯;
報;happiness, ten, needle, stand up, vase, underpants, stamp, crotch
叫;mouth, cornucopia
糾;thread, spiderman, cornucopia
収;cornucopia, crotch
卑;Wayne Slob, drop, rice field, brains, cornucopia, ten, needle
碑;stone, rock, lowly, Wayne Slob, drop, rice field, brains, cornucopia, ten, needle
陸;pinnacle, parthenon, acropolis, mini-tractor, rice seedlings, soil, dirt, ground, human legs
睦;eye, mini-tractor, rice seedlings, soil, dirt, ground, human legs
勢;mini-tractor, rice seedlings, soil, dirt, ground, human legs, fat man, musashimaru, round, nine, baseball, drop, power, muscle, arnold
熱;mini-tractor, rice seedlings, soil, dirt, ground, human legs, fat man, musashimaru, round, nine, baseball, drop, oven-fire, barbecue
菱;flowers, Mao, soil, dirt, ground, human legs, walking legs
陵;pinnacle, parthenon, acropolis, Mao, soil, dirt, ground, human legs, walking legs
亥;acorn, top hat
核;tree, wood, sign of the hog, acorn, top hat
刻;sign of the hog, acorn, top hat, sword, sabre, saber
該;say, words, keitai, mouth, sign of the hog, acorn, top hat
骸;skeleton, joint, moon, month, flesh, part of the body, sign of the hog, acorn, top hat
劾;sign of the hog, acorn, top hat, power, muscle, arnold
述;resin, pole, road
術;boulevard, going, resin, pole
寒;Baba Yaga’s hut, house, celery, animal legs, ice
塞;Baba Yaga’s hut, house, celery, animal legs, soil, dirt, ground
醸;whiskey bottle, grass skirt, top hat, eight, six, animal legs, celery, scarf
譲;say, words, keitai, mouth, grass skirt, top hat, eight, six, animal legs, celery, scarf
壌;soil, dirt, ground, grass skirt, top hat, eight, six, animal legs, celery, scarf
嬢;woman, grass skirt, top hat, eight, six, animal legs, celery, scarf
毒;grow up, mother, breasts
素;grow up, thread, spiderman
麦;grow up, walking legs
青;grow up, moon, flesh
精;rice, blue, grow up, moon, flesh
請;say, words, keitai, mouth, blue, grow up, moon, flesh
情;Freud, state of mind, blue, grow up, moon, flesh
晴;sun, day, blue, grow up, moon, flesh
清;water, water droplets, water pistol, blue, grow up, moon, flesh
静;blue, grow up, moon, flesh, contend, bound up, rake
責;grow up, shellfish, clam, oyster, eye, animal legs, eight
績;thread, spiderman, blame, grow up, shellfish, clam, oyster, eye, animal legs, eight
積;wheat, cereal, blame, grow up, shellfish, clam, oyster, eye, animal legs, eight
債;person, blame, grow up, shellfish, clam, oyster, eye, animal legs, eight
漬;water, water droplets, water pistol, blame, grow up, shellfish, clam, oyster, eye, animal legs, eight
表;grow up, scarf
俵;person, surface, grow up, scarf
潔;water, water droplets, water pistol, flick knife, grow up, sword, dagger, thread, spiderman
契;flick knife, grow up, dagger, large, St. Bernard
喫;mouth, pledge, flick knife, grow up, dagger, large, St. Bernard
害;mansion, house, grow up, mouth
轄;car, harm, mansion, house, grow up, mouth
割;harm, mansion, house, grow up, mouth, sword, sabre, saber
憲;mansion, house, grow up, eye, cross-eyed, net, heart
生;This is Your Life, cell, drop, grow up
星;sun, day, life, This is Your Life, cell, drop, grow up
醒;whiskey bottle, star, sun, day, life, This is Your Life, cell, drop, grow up
姓;woman, life, This is Your Life, cell, drop, grow up
性;Freud, state of mind, life, This is Your Life, cell, drop, grow up
牲;cow, life, This is Your Life, cell, drop, grow up
産;vase, stand up, cliff, life, This is Your Life, cell, drop, grow up
隆;pinnacle, parthenon, acropolis, walking legs, life, This is Your Life, cell, drop, grow up
峰;mountain, Segway, Macbeth, walking legs, bushes
蜂;insect, Segway, Macbeth, walking legs, bushes
縫;thread, spiderman, tryst, Segway, Macbeth, walking legs, bushes, road
拝;finger, fingers, one, ceiling, bushes
寿;bushes, glue
鋳;metal, gold, longevity, bushes, glue
籍;bamboo, christmas tree, wood, once upon a time, storyteller
春;bonsai, sun, day
椿;tree, wood, springtime, bonsai, sun, day
泰;bonsai, grains of rice
奏;bonsai, heavens
実;house, bonsai
奉;observance, bonsai, cornstalk
俸;person, observance, dedicate, bonsai, cornstalk
棒;tree, wood, observance, dedicate, bonsai, cornstalk
謹;say, words, keitai, mouth, cabbage, flowers, mouth, grow up
僅;person, cabbage, flowers, mouth, grow up
勤;cabbage, flowers, mouth, grow up, power, muscle, arnold
漢;sino, water, water droplets, water pistol, scarecrow, flowers, mouth, husband
嘆;mouth, scarecrow, flowers, mouth, husband
難;scarecrow, flowers, mouth, husband, turkey
華;flowers, silage, ten, needle
垂;drop, silage, walking cane, stick, one, floor
唾;mouth, droop, drop, silage, one, floor
睡;eye, droop, drop, silage, walking cane, stick, one, floor
錘;metal, gold, droop, drop, silage, walking cane, stick, one, floor
乗;wheat, cereal, silage
剰;ride, wheat, cereal, silage, sword, sabre, saber
今;meeting, umbrella, one
含;now, clock, mouth
貪;
吟;mouth, now, clock
念;now, clock, heart
捻;finger, fingers, wish, wishbone, now, clock, heart
琴;king, jewel, ball, now, clock
陰;pinnacle, parthenon, acropolis, now, clock, rising cloud, two, elbow, wall
予;halberd with stroke missing
序;cave, beforehand
預;beforehand, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight
野;computer, beforehand
兼;animal horns, rake, stick
嫌;woman, concurrently, animal horns, rake
鎌;metal, gold, concurrently, animal horns, rake
謙;say, words, keitai, mouth, concurrently, animal horns, rake
廉;cave, concurrently, animal horns, rake
西;one, four
価;person, old west
要;old west, woman
腰;moon, month, flesh, part of the body, need, old west, woman
票;old west, altar, show, two, small
漂;water, water droplets, water pistol, ballot, old west, altar, show, two, small
標;tree, wood, ballot, old west, altar, show, two, small
栗;old west, tree, wood
慄;
遷;old west, large, St. Bernard, snake, self, road
覆;old west, restore, Nelson, column, going, line, fold back, double back, reclining, lying down, sun, day, walking legs
煙;hearth fire, old west, soil, dirt, ground
南;ten, needle, belt, happiness, ten, needle, stand up, vase
楠;tree, wood, south, ten, needle, belt, happiness, ten, needle, stand up, vase
献;south, ten, needle, belt, happiness, ten, needle, stand up, vase, chihuahua, dog, large, drop
門;
問;gates, mouth
閲;gates, devil, horns, elder brother, teenager, mouth, human legs
閥;gates, fell, person, fiesta
間;gates, sun, day
闇;gates, sound, vase, stand up, sun, day
簡;bamboo, interval, gates, sun, day
開;gates, two hands
閉;gates, genie
閣;gates, each, walking legs, mouth
閑;gates, tree, wood
聞;gates, ear
潤;water, water droplets, water pistol, intercalate, gates, king, jewel, ball
欄;tree, wood, gates, east, tree, wood, sun, day
闘;gates, beans, table, one, mouth, glue
倉;meeting, single gate, umbrella, stable door, mouth
創;godown, meeting, single gate, umbrella, stable door, mouth, sword, sabre, saber
非;jail cell, prison bars
俳;person, un-, jail cell, prison bars
排;finger, fingers, un-, jail cell, prison bars
悲;un-, jail cell, prison bars, heart
罪;eye, cross-eyed, net, un-, jail cell, prison bars
輩;un-, jail cell, prison bars, car
扉;door, one, ceiling, flag, un-, jail cell, prison bars
侯;person, key, dart, drop, heavens
喉;mouth, marquis, person, key, dart, drop, heavens
候;marquis, person, stick, fred astaire, key, dart, drop, heavens
決;water, water droplets, water pistol, guillotine, key, St. Bernard
快;Freud, state of mind, guillotine, key, St. Bernard
偉;person, locket, stick, key, mouth, monocle, sunglasses with one lens missing
違;locket, stick, key, mouth, monocle, sunglasses with one lens missing, road
緯;thread, spiderman, locket, stick, key, mouth, monocle, sunglasses with one lens missing
衛;defence, boulevard, going, locket, stick, key, mouth, monocle, sunglasses with one lens missing
韓;korea, mist, ten, needle, early, sun, day, locket, stick, key, mouth, monocle, sunglasses with one lens missing
干;clothesline
肝;moon, month, flesh, part of the body, dry, clothesline
刊;dry, clothesline, sword, sabre, saber
汗;water, water droplets, water pistol, dry, clothesline
軒;car, dry, clothesline
岸;mountain, cliff, dry, clothesline
幹;mist, ten, needle, early, sun, day, umbrella, dry, clothesline
芋;flowers
宇;house, potato
余;umbrella, potato, small
除;pinnacle, parthenon, acropolis, scales, too much, umbrella, potato, small
徐;Nelson, column, going, line, scales, too much, umbrella, potato, small
叙;scales, too much, umbrella, potato, small, crotch
途;scales, too much, umbrella, potato, small, road
斜;scales, too much, umbrella, potato, small, mmeasuring cup, big dipper, The Plough, drop, ten, needle
塗;water, water droplets, water pistol, scales, too much, umbrella, potato, small, soil, dirt, ground
束;Chaplin, tree, wood, mouth
頼;bundle, Chaplin, tree, wood, mouth, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight
瀬;water, water droplets, water pistol, trust, bundle, Chaplin, tree, wood, mouth, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight
勅;bundle, Chaplin, tree, wood, mouth, power, muscle, arnold
疎;zoo, critters, stop, footprint, bundle, Chaplin, tree, wood, mouth
辣;
速;bundle, Chaplin, tree, wood, mouth, road
整;organise, bundle, Chaplin, tree, wood, mouth, taskmaster, correct, one, ceiling, stop, footprint
剣;sabre, awl, fit, meeting, umbrella, mouth, person, sword, sabre
険;pinnacle, parthenon, acropolis, awl, fit, meeting, umbrella, mouth, person
検;tree, wood, awl, fit, meeting, umbrella, mouth, person
倹;person, awl, fit, meeting, umbrella, mouth, person
重;thousand, computer, rice field, brains, soil, dirt, ground
